timestamp,human_readable_date,value,context
1576997362253,2019-12-22 03:49:22,-134.0,b'{}'
1576996639413,2019-12-22 03:37:19,-123.0,b'{}'
1576995916808,2019-12-22 03:25:16,-121.0,b'{}'
1576995193557,2019-12-22 03:13:13,-121.0,b'{}'
1576994470662,2019-12-22 03:01:10,-131.0,b'{}'
1576993748061,2019-12-22 02:49:08,-121.0,b'{}'
1576993025294,2019-12-22 02:37:05,-124.0,b'{}'
1576992303001,2019-12-22 02:25:03,-124.0,b'{}'
1576991580487,2019-12-22 02:13:00,-124.0,b'{}'
1576990858414,2019-12-22 02:00:58,-120.0,b'{}'
1576990133889,2019-12-22 01:48:53,-125.0,b'{}'
1576989411204,2019-12-22 01:36:51,-125.0,b'{}'
1576988687916,2019-12-22 01:24:47,-133.0,b'{}'
1576987965304,2019-12-22 01:12:45,-128.0,b'{}'
1576987243315,2019-12-22 01:00:43,-124.0,b'{}'
1576986519717,2019-12-22 00:48:39,-123.0,b'{}'
1576985797711,2019-12-22 00:36:37,-119.0,b'{}'
1576985074107,2019-12-22 00:24:34,-119.0,b'{}'
1576984351213,2019-12-22 00:12:31,-121.0,b'{}'
1576983628281,2019-12-22 00:00:28,-125.0,b'{}'
1576982905306,2019-12-21 23:48:25,-132.0,b'{}'
1576982182514,2019-12-21 23:36:22,-123.0,b'{}'
1576981459679,2019-12-21 23:24:19,-131.0,b'{}'
1576980736777,2019-12-21 23:12:16,-123.0,b'{}'
1576980014139,2019-12-21 23:00:14,-119.0,b'{}'
1576979291267,2019-12-21 22:48:11,-119.0,b'{}'
1576978568419,2019-12-21 22:36:08,-120.0,b'{}'
1576977845703,2019-12-21 22:24:05,-120.0,b'{}'
1576977122831,2019-12-21 22:12:02,-121.0,b'{}'
1576976399806,2019-12-21 21:59:59,-122.0,b'{}'
1576975676978,2019-12-21 21:47:56,-120.0,b'{}'
1576974954142,2019-12-21 21:35:54,-122.0,b'{}'
1576974231291,2019-12-21 21:23:51,-122.0,b'{}'
1576973508527,2019-12-21 21:11:48,-124.0,b'{}'
1576972785698,2019-12-21 20:59:45,-119.0,b'{}'
1576972062911,2019-12-21 20:47:42,-121.0,b'{}'
1576971340821,2019-12-21 20:35:40,-133.0,b'{}'
1576970617367,2019-12-21 20:23:37,-130.0,b'{}'
1576969894045,2019-12-21 20:11:34,-133.0,b'{}'
1576969171356,2019-12-21 19:59:31,-122.0,b'{}'
1576968448524,2019-12-21 19:47:28,-119.0,b'{}'
1576967725931,2019-12-21 19:35:25,-125.0,b'{}'
1576967003946,2019-12-21 19:23:23,-123.0,b'{}'
1576966281249,2019-12-21 19:11:21,-122.0,b'{}'
1576965558204,2019-12-21 18:59:18,-126.0,b'{}'
1576964836140,2019-12-21 18:47:16,-125.0,b'{}'
1576964112510,2019-12-21 18:35:12,-127.0,b'{}'
1576963388896,2019-12-21 18:23:08,-129.0,b'{}'
1576962665912,2019-12-21 18:11:05,-132.0,b'{}'
1576961944147,2019-12-21 17:59:04,-123.0,b'{}'
1576961222156,2019-12-21 17:47:02,-125.0,b'{}'
1576960498501,2019-12-21 17:34:58,-121.0,b'{}'
1576959051876,2019-12-21 17:10:51,-125.0,b'{}'
1576958329974,2019-12-21 16:58:49,-125.0,b'{}'
1576957607153,2019-12-21 16:46:47,-126.0,b'{}'
1576956883457,2019-12-21 16:34:43,-128.0,b'{}'
1576956160397,2019-12-21 16:22:40,-127.0,b'{}'
1576955437617,2019-12-21 16:10:37,-131.0,b'{}'
1576954715735,2019-12-21 15:58:35,-120.0,b'{}'
1576953992110,2019-12-21 15:46:32,-122.0,b'{}'
1576953269305,2019-12-21 15:34:29,-125.0,b'{}'
1576952546494,2019-12-21 15:22:26,-123.0,b'{}'
1576951823706,2019-12-21 15:10:23,-123.0,b'{}'
1576951101885,2019-12-21 14:58:21,-123.0,b'{}'
1576950379417,2019-12-21 14:46:19,-124.0,b'{}'
1576949655780,2019-12-21 14:34:15,-120.0,b'{}'
1576948932170,2019-12-21 14:22:12,-125.0,b'{}'
1576948209236,2019-12-21 14:10:09,-133.0,b'{}'
1576947487436,2019-12-21 13:58:07,-132.0,b'{}'
1576946763861,2019-12-21 13:46:03,-123.0,b'{}'
1576946040804,2019-12-21 13:34:00,-124.0,b'{}'
1576945318054,2019-12-21 13:21:58,-125.0,b'{}'
1576944595384,2019-12-21 13:09:55,-124.0,b'{}'
1576943873039,2019-12-21 12:57:53,-123.0,b'{}'
1576943149314,2019-12-21 12:45:49,-124.0,b'{}'
1576942427467,2019-12-21 12:33:47,-125.0,b'{}'
1576941703817,2019-12-21 12:21:43,-123.0,b'{}'
1576940980969,2019-12-21 12:09:40,-123.0,b'{}'
1576940258214,2019-12-21 11:57:38,-128.0,b'{}'
1576939535413,2019-12-21 11:45:35,-121.0,b'{}'
1576938812633,2019-12-21 11:33:32,-120.0,b'{}'
1576938090598,2019-12-21 11:21:30,-118.0,b'{}'
1576937366712,2019-12-21 11:09:26,-123.0,b'{}'
1576936643677,2019-12-21 10:57:23,-133.0,b'{}'
1576935922612,2019-12-21 10:45:22,-129.0,b'{}'
1576935198075,2019-12-21 10:33:18,-132.0,b'{}'
1576934475486,2019-12-21 10:21:15,-122.0,b'{}'
1576933753483,2019-12-21 10:09:13,-123.0,b'{}'
1576933029903,2019-12-21 09:57:09,-122.0,b'{}'
1576932307127,2019-12-21 09:45:07,-120.0,b'{}'
1576931584185,2019-12-21 09:33:04,-116.0,b'{}'
1576930861241,2019-12-21 09:21:01,-132.0,b'{}'
1576930138492,2019-12-21 09:08:58,-121.0,b'{}'
1576929415692,2019-12-21 08:56:55,-120.0,b'{}'
1576928700204,2019-12-21 08:45:00,-122.0,b'{}'
1576927970108,2019-12-21 08:32:50,-117.0,b'{}'
1576927248057,2019-12-21 08:20:48,-117.0,b'{}'
1576926524561,2019-12-21 08:08:44,-119.0,b'{}'
1576925801669,2019-12-21 07:56:41,-120.0,b'{}'
1576925080401,2019-12-21 07:44:40,-127.0,b'{}'
1576924356784,2019-12-21 07:32:36,-120.0,b'{}'
1576923633014,2019-12-21 07:20:33,-123.0,b'{}'
1576922911104,2019-12-21 07:08:31,-121.0,b'{}'
1576922187509,2019-12-21 06:56:27,-123.0,b'{}'
1576921466347,2019-12-21 06:44:26,-121.0,b'{}'
1576920742895,2019-12-21 06:32:22,-124.0,b'{}'
1576920019081,2019-12-21 06:20:19,-120.0,b'{}'
1576919296235,2019-12-21 06:08:16,-124.0,b'{}'
1576918573906,2019-12-21 05:56:13,-125.0,b'{}'
1576917850249,2019-12-21 05:44:10,-121.0,b'{}'
1576917127521,2019-12-21 05:32:07,-120.0,b'{}'
1576916405729,2019-12-21 05:20:05,-121.0,b'{}'
1576915681916,2019-12-21 05:08:01,-117.0,b'{}'
1576914959042,2019-12-21 04:55:59,-119.0,b'{}'
1576914236161,2019-12-21 04:43:56,-117.0,b'{}'
1576913513358,2019-12-21 04:31:53,-132.0,b'{}'
1576912790728,2019-12-21 04:19:50,-118.0,b'{}'
1576912067784,2019-12-21 04:07:47,-131.0,b'{}'
1576911345459,2019-12-21 03:55:45,-119.0,b'{}'
1576910621934,2019-12-21 03:43:41,-120.0,b'{}'
1576909899113,2019-12-21 03:31:39,-122.0,b'{}'
1576909177176,2019-12-21 03:19:37,-121.0,b'{}'
1576908453556,2019-12-21 03:07:33,-122.0,b'{}'
1576907730836,2019-12-21 02:55:30,-119.0,b'{}'
1576907007914,2019-12-21 02:43:27,-117.0,b'{}'
1576906284776,2019-12-21 02:31:24,-119.0,b'{}'
1576905584010,2019-12-21 02:19:44,-120.0,b'{}'
1576904840118,2019-12-21 02:07:20,-122.0,b'{}'
1576904116475,2019-12-21 01:55:16,-119.0,b'{}'
1576903393448,2019-12-21 01:43:13,-132.0,b'{}'
1576902670776,2019-12-21 01:31:10,-119.0,b'{}'
1576901947901,2019-12-21 01:19:07,-132.0,b'{}'
1576901225372,2019-12-21 01:07:05,-119.0,b'{}'
1576900502434,2019-12-21 00:55:02,-119.0,b'{}'
1576899779659,2019-12-21 00:42:59,-121.0,b'{}'
1576899056870,2019-12-21 00:30:56,-120.0,b'{}'
1576898334116,2019-12-21 00:18:54,-123.0,b'{}'
1576897610963,2019-12-21 00:06:50,-120.0,b'{}'
1576896889042,2019-12-20 23:54:49,-120.0,b'{}'
1576896165405,2019-12-20 23:42:45,-119.0,b'{}'
1576895442664,2019-12-20 23:30:42,-120.0,b'{}'
1576894719894,2019-12-20 23:18:39,-120.0,b'{}'
1576893996847,2019-12-20 23:06:36,-124.0,b'{}'
1576893274015,2019-12-20 22:54:34,-132.0,b'{}'
1576892551360,2019-12-20 22:42:31,-123.0,b'{}'
1576891828560,2019-12-20 22:30:28,-122.0,b'{}'
1576891105772,2019-12-20 22:18:25,-125.0,b'{}'
1576890382826,2019-12-20 22:06:22,-120.0,b'{}'
1576889659893,2019-12-20 21:54:19,-122.0,b'{}'
1576888937166,2019-12-20 21:42:17,-123.0,b'{}'
1576888214422,2019-12-20 21:30:14,-121.0,b'{}'
1576887506291,2019-12-20 21:18:26,-121.0,b'{}'
1576886769864,2019-12-20 21:06:09,-120.0,b'{}'
1576886047853,2019-12-20 20:54:07,-118.0,b'{}'
1576885323403,2019-12-20 20:42:03,-123.0,b'{}'
1576884600304,2019-12-20 20:30:00,-133.0,b'{}'
1576883877657,2019-12-20 20:17:57,-124.0,b'{}'
1576883154393,2019-12-20 20:05:54,-131.0,b'{}'
1576882432088,2019-12-20 19:53:52,-127.0,b'{}'
1576881709839,2019-12-20 19:41:49,-129.0,b'{}'
1576880986178,2019-12-20 19:29:46,-122.0,b'{}'
1576880263417,2019-12-20 19:17:43,-123.0,b'{}'
1576879540608,2019-12-20 19:05:40,-119.0,b'{}'
1576878817861,2019-12-20 18:53:37,-125.0,b'{}'
1576878094791,2019-12-20 18:41:34,-127.0,b'{}'
1576877372049,2019-12-20 18:29:32,-125.0,b'{}'
1576876649170,2019-12-20 18:17:29,-129.0,b'{}'
1576875926282,2019-12-20 18:05:26,-130.0,b'{}'
1576875203760,2019-12-20 17:53:23,-123.0,b'{}'
1576874480916,2019-12-20 17:41:20,-129.0,b'{}'
1576873758897,2019-12-20 17:29:18,-130.0,b'{}'
1576873035281,2019-12-20 17:17:15,-121.0,b'{}'
1576872312462,2019-12-20 17:05:12,-123.0,b'{}'
1576871589461,2019-12-20 16:53:09,-133.0,b'{}'
1576870867268,2019-12-20 16:41:07,-123.0,b'{}'
1576870143814,2019-12-20 16:29:03,-134.0,b'{}'
1576869421826,2019-12-20 16:17:01,-124.0,b'{}'
1576868698094,2019-12-20 16:04:58,-120.0,b'{}'
1576867976640,2019-12-20 15:52:56,-125.0,b'{}'
1576867252407,2019-12-20 15:40:52,-131.0,b'{}'
1576866529654,2019-12-20 15:28:49,-126.0,b'{}'
1576865808647,2019-12-20 15:16:48,-124.0,b'{}'
1576865084163,2019-12-20 15:04:44,-127.0,b'{}'
1576864362684,2019-12-20 14:52:42,-125.0,b'{}'
1576863640490,2019-12-20 14:40:40,-124.0,b'{}'
1576862915748,2019-12-20 14:28:35,-130.0,b'{}'
1576862194384,2019-12-20 14:16:34,-127.0,b'{}'
1576861469969,2019-12-20 14:04:29,-122.0,b'{}'
1576860748023,2019-12-20 13:52:28,-123.0,b'{}'
1576860025259,2019-12-20 13:40:25,-131.0,b'{}'
1576859302442,2019-12-20 13:28:22,-124.0,b'{}'
1576858579538,2019-12-20 13:16:19,-133.0,b'{}'
1576857857002,2019-12-20 13:04:17,-120.0,b'{}'
1576857148174,2019-12-20 12:52:28,-133.0,b'{}'
1576856410096,2019-12-20 12:40:10,-126.0,b'{}'
1576855688166,2019-12-20 12:28:08,-126.0,b'{}'
1576854964336,2019-12-20 12:16:04,-126.0,b'{}'
1576854241668,2019-12-20 12:04:01,-124.0,b'{}'
1576853519623,2019-12-20 11:51:59,-119.0,b'{}'
1576852796193,2019-12-20 11:39:56,-123.0,b'{}'
